Resource_Name;County;Longitude;Latitude;
West Broadway Commercial Historic District;Oswego;-76.41917631;43.31586501;
Ross Park Carousel;Broome;-75.90689299;42.07561062;
Elijah Strong House;Greene;-74.34277797;42.30257719;
AMBROSE (lightship);New York;-74.00246117;40.70532943;
E. & B. Holmes Machinery Company Building;Erie;-78.8684457;42.86975248;
Epworth Hall;Wyoming;-78.02108086;42.69804545;
Berrick & Sons Demonstration Homes;Erie;-78.85556983;42.9205967;
Studio Apartments;New York;-73.97610822;40.78025196;
Brown Farmstead;Orange;-74.14037474;41.54144603;
Chapel Hill Bible Church;Ulster;-73.993903;41.58729201;
Moran, Thomas, House;Suffolk;-72.19434358;40.9540182;
LeRay, James, Mansion Complex;Jefferson;-75.76254995;44.04974879;
Lake Mohonk Mountain House Complex;Ulster;-74.15615012;41.76261215;
East Hill Historic District;Tompkins;-76.49027736;42.44036889;
United Congregational Church of Irondequoit;Monroe;-77.59934664;43.21102309;
Lever House;New York;-73.97287237;40.75959941;
Pioneer Cemetery;Erie;-79.03544283;42.65311565;
Three Mile Bay Historic District;Jefferson;-76.19770426;44.08241333;
Talmud Torah Atereth Israel;Kings;-73.87579145;40.67816558;
Saint John's Roman Catholic Church;Jefferson;-75.97068186;44.18888684;
Albany Perforated Wrapping Paper Company;Albany;-73.73835708;42.6637072;
Sibley & Holmwood Candy Factory and the Witkop & Holmes Headquarters;Erie;-78.87011299;42.88052998;
Kent-Delord House;Clinton;-73.44810911;44.70065577;
Bruce-Briggs Brick Block;Erie;-78.66714048;42.89904217;
James G. Marshall House;Niagara;-79.05746559;43.09582382;
St. Augustine's Episcopal Church;Westchester;-73.88660862;41.20829124;
Bramanville Mill;Schoharie;-74.40616077;42.68811534;
Building at 44 Central Avenue;Albany;-73.76547667;42.65832507;
Alvord House;Onondaga;-76.13326238;43.08892841;
Winslow-Turner Carriage House;Clinton;-73.47447472;44.69870943;
Conklin, David, House;Suffolk;-73.42583641;40.86780186;
Wilson Avenue Subway Station (Dual System BMT);Kings;-73.90427746;40.6888875;
Gaines District #2 Cobblestone School House;Orleans;-78.22387116;43.25709318;
Marble Collegiate Reformed Church;New York;-73.9870947;40.74566498;
Nellis, Jacob, Farmhouse;Montgomery;-74.60761577;42.93416884;
Warsaw Academy;Wyoming;-78.133123;42.73874949;
Knapp, Timothy, House and Milton Cemetery;Westchester;-73.68673646;40.96546785;
Allan Teator Road Stone Arch Bridge;Greene;-74.21994375;42.40750174;
Baptist Temple;Kings;-73.98032304;40.68654607;
Taconic State Parkway;Columbia;-73.74935994;41.68870774;
Barcelona Lighthouse and Keeper's Cottage;Chautauqua;-79.59512798;42.34105556;
West Cayuga Street, House at 37;Cayuga;-76.42617368;42.71376123;
Mount St. Mary's Hospital;Niagara;-79.0551672;43.09149344;
Erie Canal Lock 52 Complex;Cayuga;-76.63496719;43.03715103;
Mexico Railroad Depot;Oswego;-76.23194279;43.46899877;
Upperville Meeting House;Chenango;-75.61549078;42.70002072;
Best, Christopher S., Residence & Office;Schoharie;-74.33277345;42.59627271;
Trinity Chapel;Queens;-73.75092307;40.6038766;
Schoharie Valley Railroad Complex;Schoharie;-74.31077577;42.67052842;
Flagg, Ethan, House (Blessed Sacrament Monastery);Westchester;-73.89248921;40.94053486;
Burritt, Orrin W., House;Cayuga;-76.56250908;43.04586482;
West Cayuga Street, House at 21;Cayuga;-76.42385061;42.71332374;
Silver Lake Institute Historic District;Wyoming;-78.02196792;42.69945917;
The Crest/Hasbrouk-DeLamater House;Suffolk;-73.38589164;40.94003157;
Grove Place Historic District;Monroe;-77.60055626;43.15975591;
J. Hungerford Smith Co. Factory;Monroe;-77.58272533;43.16128706;
United States Post Office-Richfield Springs;Otsego;-74.98437302;42.85298549;
Prospect Cemetery;Queens;-73.79954432;40.70141206;
Bly, Smith, House;Chautauqua;-79.3744746;42.09506713;
Forestburgh Town Hall;Sullivan;-74.72429951;41.54106375;
Merchants Refrigerating Company Warehouse;New York;-74.00769196;40.74406592;
Frederick Law Olmsted Sr. Farmhouse;Richmond;-74.15809692;40.53194907;
United Methodist Church of Tioga Center;Tioga;-76.34677961;42.05687231;
Fredenburg House;Dutchess;-73.91229303;41.90169145;
Gilbertsville Historic District (Boundary Increase);Otsego;-75.32242008;42.46916347;
Mendelson, A., & Son Company Building;Albany;-73.75407694;42.6375202;
Wheeler, Addison, House;Ontario;-77.37313026;42.85935163;
Amawalk Friends Meeting House;Westchester;-73.77184695;41.29229547;
Harmon Cobblestone Farmhouse;Ontario;-77.12416101;42.99275556;
Boscobel;Putnam;-73.93923704;41.41167405;
United States Post Office-Hoosick Falls;Rensselaer;-73.35093712;42.90080256;
Jericho Historic District;Suffolk;-72.21621714;40.95152251;
Goodman, Stephen L., House;Warren;-73.64586794;43.30792836;
Albany City Hall;Albany;-73.75439824;42.65173297;
Jay, John, Homestead;Westchester;-73.65885806;41.25060108;
Gloversville (19th Separate Company) Armory;Fulton;-74.34064685;43.04998562;
Mooers Riverside Cemetery;Clinton;-73.5866291;44.95955355;
Benjamin DuBois Stone House (Captain Martin Stone House);Greene;-73.86942939;42.22060345;
United States Post Office-Canastota;Madison;-75.75083664;43.07868647;
State Street Houses;Kings;-73.98766721;40.68869952;
Watson, Elkanah, House;Essex;-73.40555667;44.52470556;
House at 52 Frost Mill Rd (Wright-Underhill House);Nassau;-73.56089288;40.88339436;
69TH Regiment Armory;New York;-73.98421774;40.7413652;
Sheffield Farms Stable;New York;-73.95796526;40.81685219;
Congregational Church of Patchogue;Suffolk;-73.01284536;40.76617702;
First Presbyterian Church of Lansingburgh;Rensselaer;-73.67561489;42.77461795;
Chalmers Knitting Mill;Montgomery;-74.19644539;42.93539643;
Cox Farmhouse;Dutchess;-73.90984651;41.94865733;
Galloo Island Light;Jefferson;-76.4444574;43.88860482;
Berkshire Village Historic District;Tioga;-76.18682764;42.30633188;
Former Reformed Protestant Church of Coeymans Parsonage;Albany;-73.7952358;42.47482917;
Greenridge (Arthur Williams House);Nassau;-73.63021339;40.81650508;
Gallupville House;Schoharie;-74.23247972;42.66309361;
Main Mall Historic District Boundary Expansion;Dutchess;-73.92633381;41.70343227;
Forsyth, James and Mary, House;Ulster;-74.01401607;41.93374229;
Powelton Club;Orange;-74.01732464;41.52383605;
Smith-Taylor Cabin;Suffolk;-72.2989632;41.06949826;
33rd Street Subway Station (IRT);New York;-73.98180709;40.74643456;
Rottiers, John N., Farm;Jefferson;-75.96671726;44.16288692;
St. Bartholomew's Church and Community House;New York;-73.97315203;40.75725789;
Women's Community Club of South Valley;Otsego;-74.71067899;42.7058342;
Wethersfield Stone Schoolhouse;Oneida;-75.22017802;43.25826481;
Richmond Hill Historic District;Queens;-73.83662129;40.70230581;
Ohio Street Methodist Episcopal Church (St. Ann Maronite Catholic Church);Albany;-73.70295224;42.73104542;
Christian Hess House & Shoemaker's Shop;Schoharie;-74.31959178;42.6446045;
Empire Building;New York;-74.01251156;40.70750033;
Hiram Griggs House;Albany;-74.03524934;42.7016173;
Old Madison County Courthouse;Madison;-75.64136338;42.89813285;
Masterton-Dusenberry House;Westchester;-73.81867402;40.93721083;
Bronx Central Annex-U.S. Post Office;Bronx;-73.92656454;40.81892265;
Old Chappaqua Historic District;Westchester;-73.78072556;41.17225707;
Tousley-Church House (DAR House);Orleans;-78.19295262;43.25251873;
Pound-Hitchins House;Niagara;-78.70931988;43.15292765;
Rectory of St. George's Episcopal Church;Nassau;-73.62107668;40.70505725;
Wrightman, Dr. James, House;Yates;-77.15069666;42.59130526;
United States Post Office-Parkville Station;Kings;-73.98702679;40.61579819;
Church Building;Dutchess;-73.92850795;41.70379489;
Schenectady Armory;Schenectady;-73.94884545;42.81344141;
Hunterfly Road Historic District;Kings;-73.92563589;40.6743851;
Ulster & Delaware Railroad Station;Greene;-74.09106401;42.19557749;
Felix, N. J., House;Suffolk;-73.36299894;40.9280456;
Reed Memorial Library;Putnam;-73.67803543;41.4219514;
Old Stone Shop;Jefferson;-76.19631896;44.08146088;
Newburgh Colored Burial Ground;Orange;-74.02124094;41.50107198;
Upper Middleburgh Cemetery;Schoharie;-74.31886501;42.58970941;
Seaman Farm;Suffolk;-73.31948528;40.81163302;
Carnegie Hall;New York;-73.97992122;40.76501748;
The Hale Cemetery;St. Lawrence;-74.95744604;44.78335727;
Gang Residence;Onondaga;-76.15569062;43.0696706;
Copland, Aaron, House;Westchester;-73.90274179;41.24027901;
Simon Ritter Cobblestone Farmhouse;Seneca;-76.77393979;42.78019542;
Old Post Office;Steuben;-77.66167062;42.32909442;
Yelverton, Anthony, House;Ulster;-73.95103379;41.71725893;
Lehigh Valley Railroad Station;Tompkins;-76.511073;42.44186761;
Lacona Clock Tower;Oswego;-76.06956011;43.6432165;
New York State Court of Appeals Building;Albany;-73.75390973;42.6522602;
Woodruff House;Orange;-74.05633927;41.44257766;
Crown Heights North Historic District (Boundary Increase);Kings;-73.94188167;40.67340812;
Vanderbilt Family Cemetery and Mausoleum;Richmond;-74.12149402;40.58459116;
Hotel Lafayette;Erie;-78.87293938;42.88489235;
St. Anthony of Padua Church and Rectory;Onondaga;-76.15000643;43.02393555;
Federal Office Building;New York;-74.00818136;40.73226795;
Arvine Heights Historic District;Monroe;-77.63688073;43.12612261;
Schenectady Savings Bank;Schenectady;-73.94092625;42.81141826;
United States Post Office-Cooper Station;New York;-73.98972229;40.73204177;
Jamestown Downtown Commercial Historic District;Chautauqua;-79.24046359;42.09632378;
Bullis, Charles, House;Wayne;-77.32074405;43.07007499;
Cooper, Captain Mercator, House;Suffolk;-72.3969442;40.88781455;
Times Square - 42nd Street Subway Station;New York;-73.98694171;40.7552817;
First Columbia County Courthouse;Columbia;-73.74240857;42.22339149;
Fifth Street, Building at 107;Nassau;-73.63614595;40.72217598;
Gaige Homestead;Schenectady;-74.15192022;42.7475258;
Ponckhockie Union Chapel;Ulster;-73.97433303;41.92624877;
Delaware Park - Front Park System;Erie;-78.86824089;42.93046089;
Tomlinson House;Essex;-73.47761034;44.50584788;
Chemung District School No. 10;Chemung;-76.71571378;42.02871949;
Houseman, Peter, House;Richmond;-74.1356792;40.61598091;
Norwood, Andrew S., House;New York;-74.00124001;40.73952427;
Wyckoff, Pieter, House;Kings;-73.92056811;40.64466687;
Whiteside, Barnett & Co. Agricultural Works;Monroe;-77.94170892;43.21646244;
Brunel, Emile, Studio and Sculpture Garden;Ulster;-74.26401515;41.99957509;
Walter's Hot Dog Stand;Westchester;-73.74736406;40.94324887;
United States Post Office-Old Chelsea Station;New York;-73.99887511;40.74172768;
Burden, James A. Jr., House and Kahn, Otto H. House;New York;-73.95748986;40.78471878;
Madison Avenue, Apartment at 1261;New York;-73.95659198;40.78351715;
Pike Baptist Church;Wyoming;-78.15628366;42.55473197;
Carman, Cornelius, House;Dutchess;-73.97038284;41.54998305;
Seippel Bakery and Richard Apartments;Niagara;-79.05905528;43.09160303;
Oneonta Armory;Otsego;-75.06530952;42.4509427;
Leopold Street Shule;Monroe;-77.60423872;43.16479145;
Garment Center Historic District;New York;-73.99021031;40.75363489;
Valentown Hall;Ontario;-77.43538858;43.02635297;
Delaware & Hudson Railroad Depot;Essex;-73.4585874;44.04235481;
Lake George Avenue Historic District;Essex;-73.42876364;43.84537831;
General Electric Research Laboratory;Schenectady;-73.92568201;42.81689188;
Pittsford Village Historic District;Monroe;-77.51758511;43.0900226;
Dickerson, Abraham, House;Orange;-74.25268813;41.57258026;
New Brighton Village Hall;Richmond;-74.09590868;40.6431091;
Seneca Plumbing and Heating Company Building;Erie;-78.86914168;42.87976928;
Elbridge Village Historic District;Onondaga;-76.44502189;43.03461168;
Bethel AME Church and Manse;Suffolk;-73.41795234;40.87856509;
Samuel Guthrie House;Jefferson;-76.09216378;43.9524094;
Stilwill-Westbrook Stone House;Ulster;-74.19693483;41.8072984;
Conklin Farm;Jefferson;-76.00011627;43.98155307;
East Charity Shoal Light;Jefferson;-76.48064494;44.03661288;
Barber, Aaron, Memorial Library;Livingston;-77.74811387;42.90984529;
University Settlement House;New York;-73.99052002;40.72055118;
Columbia Turnpike: West Tollgate House;Columbia;-73.76038366;42.23940512;
Foster Building;Schenectady;-73.94034643;42.81140168;
Truxton Depot;Cortland;-76.03017396;42.710851;
Scheide-Mantel, George L., House;Erie;-78.62129886;42.76535225;
Oran District No. 22 Schoolhouse;Onondaga;-75.93453846;42.97868004;
Evergreen Lands;Dutchess;-73.90672774;41.88371229;
City & Suburban Homes Company's York Avenue Estate;New York;-73.94954816;40.77035762;
Mohawk Valley Grange;Saratoga;-73.84347511;42.83340195;
Central Lansingburgh Historic District;Rensselaer;-73.67596348;42.77326862;
Crawford, David, House;Orange;-74.00802689;41.50876343;
Horace Mann School;Schenectady;-73.93769197;42.80336444;
Haviland-Davison Grist Mill;Nassau;-73.66314766;40.64642129;
Campbell-Rumsey House;Steuben;-77.30687227;42.33299001;
U.S. Post Office-Buffalo (Buffalo and Erie Co. Community College;Erie;-78.87259209;42.8817634;
Carpenters Flats Bridge;Essex;-73.4486814;44.55887695;
Senator Street Historic District;Kings;-74.02436331;40.63663952;
Sixth Street, Building at 82;Nassau;-73.64106961;40.7216838;
Old Glen Cove Post Office;Nassau;-73.62939647;40.86408179;
Village Park Historic District (Boundary Increase);St. Lawrence;-75.17046622;44.59563276;
Delaware and Hudson Canal, Locks at High Falls;Ulster;-74.12857195;41.82588619;
Van Steenburgh, Tobias, House;Ulster;-74.0160277;41.92702665;
Amsterdam(46th Separate Company) Armory;Montgomery;-74.19920005;42.93285711;
Bank of Gowanda;Cattaraugus;-78.93559705;42.46278829;
House at 52 Eighteenth Avenue;Nassau;-73.64975502;40.84691023;
Clarke, Thomas B., Residence (Collectors Club Building);New York;-73.98207948;40.74803201;
Chappaqua Railroad Depot and Depot Plaza;Westchester;-73.77437429;41.15771632;
Scottholm Tract Historic District;Onondaga;-76.11008493;43.04167006;
Tilden, Samuel J., House;New York;-73.98686777;40.73758518;
Nester House;Ontario;-76.97909153;42.84876864;
Bristol, Amos, Tavern;Delaware;-75.01391342;42.34810393;
Ithaca Gas & Electric Corporation Building;Tompkins;-76.498737;42.43879889;
First Presbyterian Church;Monroe;-77.6149753;43.15286149;
SOUTH WEDGE HISTORIC DISTRICT;Monroe;-77.60587702;43.14385127;
Prime House;Suffolk;-73.42230083;40.87457962;
St. Mark's Church;Onondaga;-76.07179262;42.99146254;
Chestnut Street Historic District;Ulster;-73.98867757;41.92395623;
Richmond Memorial Library;Genesee;-78.17690572;42.99778268;
Town Doctors' House and Site;Suffolk;-72.4363422;41.05522314;
University Club Of Albany;Albany;-73.76088131;42.65604406;
Bykenhulle;Dutchess;-73.77072441;41.58317557;
Prospect Hill Cemetery Building (Cobblestone);Albany;-73.89871691;42.69937757;
New Lots Reformed Church and Cemetery;Kings;-73.88549814;40.66479085;
The Kamman Building;Erie;-78.84909056;42.87592271;
LaGrange District School No. 3;Dutchess;-73.80568096;41.6739379;
Valcour Island Lighthouse;Clinton;-73.43116769;44.62284792;
Decker Building;New York;-73.99096831;40.73686754;
STANDARD OIL COMPANY NO. 16 (harbor tug);Richmond;-74.15954592;40.63846606;
Charlton-King-Vandam Historic District;New York;-74.00415326;40.72742274;
Sague House;Dutchess;-73.91646953;41.68844516;
Camp Santanoni;Essex;-74.16785035;44.02087725;
West, J. Garner House;Rockland;-74.00584073;41.21883718;
Grahamsville Historic District;Sullivan;-74.53896731;41.84671039;
American Museum Of Natural History;New York;-73.9740593;40.78136395;
Hunter Mountain Fire Tower;Greene;-74.24620009;42.18692991;
Koon, Henry, House;Rensselaer;-73.66954959;42.71690627;
Pleasant Valley Wine Company;Steuben;-77.25404218;42.40126164;
Hamilton Heights Historic District;New York;-73.94724487;40.82312694;
Bodine's Tavern;Orange;-74.26567505;41.50205;
Overlook;Herkimer;-74.86094605;43.04849526;
Van Valkenberg- Isbister Farm;Columbia;-73.6916728;42.32036262;
Boathouse on the Lullwater of the Lake in Prospect Park;Kings;-73.96532766;40.66084849;
Hope Cemetery and Mausoleum;Tioga;-76.18969105;42.21112349;
Delaware, Lackawanna & Western Railroad Station;Livingston;-77.89700091;42.77140471;
Peck, J. Franklin, House;Livingston;-77.61013504;42.90628549;
Union Block;Livingston;-77.94252603;42.58108464;
Terneur-Hutton House;Rockland;-73.97310502;41.08323094;
The Women's National Republican Club;New York;-73.97732093;40.75965746;
Broadway Historic District (Boundary Increase);Saratoga;-73.77825182;43.09352861;
Garrison Grist Mill Historic District;Putnam;-73.94528336;41.37490954;
Rest Haven;Orange;-74.19547891;41.32865609;
68th Avenue-64th Place Historic District;Queens;-73.89368009;40.70576894;
David Hagaman House;Monroe;-77.59577882;43.13042937;
Nathaniel Conklin House;Suffolk;-73.3227015;40.70072251;
Gilligan and Stevens Block;Essex;-73.42371743;43.84906939;
Ulster Heights Synagogue;Ulster;-74.5172904;41.7804999;
Sloat, Jacob, House;Rockland;-74.19464242;41.15539312;
Clarkson Office Building;St. Lawrence;-74.9886645;44.66793818;
Old Parsonage;Columbia;-73.8182569;42.09221157;
Saint James Church;Queens;-73.87782521;40.73835016;
Prospect Hill Historic District;Erie;-78.8958273;42.90330276;
Sts Peter and Paul Orthodox Church Complex;Erie;-78.80699871;42.8859594;
West High School;Cayuga;-76.57876978;42.92668508;
Smith Tavern;Westchester;-73.69374597;41.12644229;
Garfield School;Rensselaer;-73.59771929;42.73050767;
Conyn-Van Rensselaer House;Columbia;-73.75263824;42.19761467;
Patten, Jacob H., House;Rensselaer;-73.67995464;42.76213279;
St. Rose Roman Catholic Church Complex;Livingston;-77.61076116;42.90191923;
Brick Presbyterian Church;Wyoming;-78.00059804;42.72063697;
Grand Concourse Historic District;Bronx;-73.91838319;40.83326584;
